schl,aun,name,districtname,leatype,total,d_asian,d_black,d_hispanic,d_islander,d_native,d_white,d_2_or_more,d_econ,d_ell,d_sped,d_title_1,d_male,d_female,d_street,d_state,d_zip,d_telephone,d_Website,d_county,d_cte_programs,d_enrollment,d_gifted,d_grades_offered,d_iu_name,d_iu_website
6795,105259103,Union City El Sch,Union City Area School District,SD,532,0.2,0.6,1.5,0,0,95.7,2.1,59.2,0.0,18.2,Yes,53.4,46.6,91 Miles Street,PA,16438,814-438-7611,http://www.ucasd.org/,Union City,Not Available,532,0,"K4H, K5F, 1, 2, 3, 4, 5",Northwest Tri-County IU 5,http://www.iu5.org
6797,128323303,Homer-Center El Sch,Homer-Center School District,SD,437,0,1.1,1.1,0.7,0,94.5,2.5,48.7,0.0,20.6,Yes,50.6,49.4,45 Wildcat Ln,PA,15748,724-479-9077,http://www.homercenter.org/,Homer City,Not Available,437,0.7,"K5F, 1, 2, 3, 4, 5, 6",ARIN IU 28,http://www.iu28.org
6800,108567404,Shanksville-Stonycreek HS,Shanksville-Stonycreek School District,SD,97,0,0,0,0,0,97.9,2.1,28.9,0.0,18.6,No,54.6,45.4,1325 Corner Stone Rd,PA,15560,814-267-4649,http://www.sssd.com/,Shanksville,Not Available,97,9.3,"9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
6801,121395103,Kernsville Sch,Parkland School District,SD,388,10.8,1.8,14.2,0,0,70.4,2.8,20.6,2.6,19.3,Yes,49.7,50.3,5051 Kernsville Rd,PA,18069,610-351-5840,http://www.parklandsd.org,Orefield,Not Available,388,5.7,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
6803,104437503,Luther W Low El Sch,West Middlesex Area School District,SD,229,0,1.3,3.5,0,0,92.1,3.1,43.7,0.0,23.6,Yes,53.7,46.3,3591 Sharon Rd,PA,16159,724-634-3030,http://www.wmasd.k12.pa.us,West Middlesex,Not Available,229,2.2,"K5F, 1, 2, 3",Midwestern IU 4,http://www.miu4.org
6804,114060753,Boyertown Area JHS-East,Boyertown Area School District,SD,907,0.8,2.2,3.6,0,0,91,2.4,18.7,0.0,20.7,No,50.7,49.3,2020 Big Rd,PA,19525,610-754-9550,http://www.boyertownasd.org/,Gilbertsville,Not Available,907,5.7,"6, 7, 8",Berks County IU 14,http://www.berksiu.org
6805,109246003,Ridgway Area MS,Ridgway Area School District,SD,164,0.6,2.4,3,0.6,0,90.2,3,48.8,0.0,20.7,No,52.4,47.6,1403 Hill St,PA,15853,814-773-3164,http://www.ridgwayareaschooldistrict.com,Ridgway,Not Available,164,0,"6, 7, 8",Seneca Highlands IU 9,http://www.iu9.org
6808,116191103,Berwick Area MS,Berwick Area School District,SD,953,0.3,1.8,6.6,0,0.1,89.9,1.3,57.7,1.0,18.5,N,50.4,49.6,1100 Evergreen Drive,PA,18603,570-759-6400,http://www.berwicksd.org,Berwick,Not Available,953,2.6,"5, 6, 7, 8",Central Susquehanna IU 16,http://www.csiu.org
6809,116605003,Mifflinburg Area MS,Mifflinburg Area School District,SD,511,0.8,2,1.6,0,0,94.5,1.2,36.8,0.6,13.5,No,54,46,100 Mabel St,PA,17844,570-966-8290,http://www.mifflinburg.org,Mifflinburg,Not Available,511,5.5,"6, 7, 8",Central Susquehanna IU 16,http://www.csiu.org
6811,102027451,Pittsburgh Conroy,Pittsburgh School District,SD,182,0,57.1,1.6,0,0,36.8,4.4,69.8,0.5,94.5,No,72,28,1398 Page St,PA,15233,412-529-3105,http://www.pghschools.org/,Pittsburgh,Not Available,182,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
6816,107656407,Northern Westmoreland Career & Technology Center,Northern Westmoreland CTC,OCCCTC,438,0.2,9.4,2.7,0,0,87.7,0,59.1,0.0,1.4,No,68.5,31.5,705 Stevenson Boulevard,PA,15068,724-335-9389,http://www.nwctc.k12.pa.us,New Kensington,Cosmetology; Institutional Food Workers; Carpentry; Const Trades; HVACMaint Tech; Autobody/Collision; Automotive Mech; Machine Tool Machinist; Welder; Comm and Advertising Art; Health/Medical Assist,438,0,"9, 10, 11, 12",Westmoreland IU 7,http://www.wiu.k12.pa.us
6817,116557103,Selinsgrove Area MS,Selinsgrove Area School District,SD,670,0.9,1.2,4.5,0,0,89.6,3.9,37.2,0.9,8.1,No,54.8,45.2,401 North 18th St,PA,17870,570-372-2250,http://www.seal-pa.org,Selinsgrove,Not Available,670,5.4,"6, 7, 8",Central Susquehanna IU 16,http://www.csiu.org
6818,108567004,Salisbury-Elk Lick El Sch,Salisbury-Elk Lick School District,SD,154,0.6,0,0,0,0,96.1,3.2,53.9,0.0,20.1,Yes,52,48,196 Smith Ave,PA,15558,814-662-2733,http://www.selsd.com,Salisbury,Not Available,154,0,"K5F, 1, 2, 3, 4, 5, 6",Appalachia IU 8,http://www.iu08.org
6822,126515001,Franklin LC,Philadelphia City School District,SD,879,11.6,53.6,24,0,0.1,6.7,4,93.2,21.4,7.2,Yes,38.4,61.6,616 N 15th St,PA,19130,215-400-7570,http://www.philasd.org,Philadelphia,Not Available,879,2.7,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
6823,126515001,AMY at Martin,Philadelphia City School District,SD,421,1,22.1,20,0,0.2,43.9,12.8,99,1.2,17.1,Yes,51.3,48.7,3380 Richmond St,PA,19134,215-291-4172,http://www.philasd.org,Philadelphia,Not Available,421,0.2,"6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
6824,126515001,Baldi C C A MS,Philadelphia City School District,SD,1422,19.1,15.2,9.3,0.1,0.4,45.4,10.6,96.4,15.5,14,Yes,51,49,8801 Verree Rd,PA,19115,215-400-3090,http://www.philasd.org,Philadelphia,Not Available,1422,5.6,"6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
6826,112282004,Fannett-Metal El Sch,Fannett-Metal School District,SD,210,0,0.5,2.4,0,0,96.2,1,52.9,0.0,17.1,Yes,47.6,52.4,14823 Path Valley Road,PA,17271,717-349-2513,http://www.fmtigers.org,Willow Hill,Not Available,210,1,"K5F, 1, 2, 3, 4, 5",Lincoln IU 12,http://www.iu12.org
6828,108110603,Blacklick Valley El Ctr,Blacklick Valley School District,SD,379,0,0.8,0,0,0,97.1,2.1,55.2,0.0,21.4,Yes,53,47,1000 W Railroad St,PA,15943,814-749-9211,http://www.bvsd.k12.pa.us,Nanty Glo,Not Available,379,0.5,"PreKH, K5F, 1, 2, 3, 4, 5, 6",Appalachia IU 8,http://www.iu08.org
6829,121394503,Northern Lehigh MS,Northern Lehigh School District,SD,243,0.4,0.4,13.6,0,0.4,82.7,2.5,46.1,1.2,17.7,No,50.2,49.8,600 Diamond St,PA,18080,610-767-9812,http://www.nlsd.org,Slatington,Not Available,243,2.5,"7, 8",Carbon-Lehigh IU 21,http://www.cliu.org
6832,112676203,South Eastern Intrmd Sch,South Eastern School District,SD,405,0.7,1.5,1,0,1.2,92.8,2.7,32.1,0.0,17,No,52.6,47.4,417 Main St,PA,17321,717-382-4851,http://www.sesdweb.net,Fawn Grove,Not Available,405,4.7,"5, 6",Lincoln IU 12,http://www.iu12.org
6833,122092353,Holland MS,Council Rock School District,SD,485,6.4,1.4,2.5,0,0.2,89.5,0,11.8,1.9,19.6,No,48.7,51.3,400 E Holland Rd,PA,18966,215-944-2700,http://www.crsd.org,Holland,Not Available,485,12.2,"7, 8",Bucks County IU 22,http://www.bucksiu.org
6834,124154003,Kennett Middle School,Kennett Consolidated School District,SD,1056,2.6,1.6,42.1,0,0.1,51.5,2.1,42.6,12.0,15.4,No,52.2,47.8,195 Sunny Dell Rd,PA,19350,610-268-5800,http://www.kcsd.org,Landenberg,Not Available,1056,3,"6, 7, 8",Chester County IU 24,http://www.cciu.org
6835,123469303,Shady Grove El Sch,Wissahickon School District,SD,611,12.6,10.8,11.5,0,0,58.6,6.6,30,5.1,21.8,Yes,50.6,49.4,351 W Skippack Pike,PA,19002,215-619-8106,http://www.wsdweb.org/,Ambler,Not Available,611,4.4,"K5F, 1, 2, 3, 4, 5",Montgomery County IU 23,http://www.mciu.org
6837,112675503,Clearview El Sch,Red Lion Area School District,SD,331,0.9,1.8,1.8,0,0,93,2.4,49.2,0.0,11.2,Yes,48.3,51.7,2650 Delta Rd,PA,17309,717-927-6791,http://www.rlasd.net,Brogue,Not Available,331,2.1,"K5H, 1, 2, 3, 4, 5, 6",Lincoln IU 12,http://www.iu12.org
6838,121139004,Weatherly Area MS,Weatherly Area School District,SD,137,1.5,0.7,7.3,0,0.7,89.8,0,55.5,0.7,16.8,Yes,56.2,43.8,602 6th St,PA,18255,570-427-8689,http://www.weatherlysd.org,Weatherly,Not Available,137,2.2,"6, 7, 8",Carbon-Lehigh IU 21,http://www.cliu.org
6839,119350303,Abington Heights MS,Abington Heights School District,SD,1099,6.7,1.7,4.2,0,0.2,86,1.2,22.3,1.4,11.7,Yes,54.8,45.2,1555 Newton Ransom Blvd,PA,18411,570-585-4300,http://www.ahsd.org,Clarks Summit,Not Available,1099,3.6,"5, 6, 7, 8",Northeastern Educational IU 19,http://www.iu19.org
6840,111292304,Forbes Road El Sch,Forbes Road School District,SD,208,0,0.5,0.5,0,0,98.1,1,33.6,0.0,15.9,Yes,49,51,143 Red Bird Drive,PA,16689,814-685-3866,http://www.frsd.info,Waterfall,Not Available,208,0.5,"K4F, K5F, 1, 2, 3, 4, 5, 6",Tuscarora IU 11,https://www.tiu11.org/
6841,121397803,George D Steckel El Sch,Whitehall-Coplay School District,SD,589,3.6,12.2,26.2,0,0.2,52.8,5.1,57.4,6.3,18.2,Yes,53.8,46.2,2928 Zephyr Blvd,PA,18052,610-435-1521,http://www.whitehallcoplay.org,Whitehall,Not Available,589,0.7,"2, 3",Carbon-Lehigh IU 21,http://www.cliu.org
6844,104432903,Hillview El Sch,Grove City Area School District,SD,580,1.4,1.6,1.7,0,0.2,91.4,3.8,29.5,0.3,19.7,Yes,49.5,50.5,482 E Main Street Ext,PA,16127,724-458-7570,www.grovecity.k12.pa.us,Grove City,Not Available,580,0.9,"2, 3, 4, 5",Midwestern IU 4,http://www.miu4.org
6845,123465303,Arrowhead El Sch,Methacton School District,SD,405,15.8,2.7,2,0,0,71.6,7.9,7.2,3.5,17.8,No,51.8,48.2,232 Level Rd,PA,19426,610-489-5000,http://www.methacton.org,Collegeville,Not Available,405,5.2,"K5H, 1, 2, 3, 4",Montgomery County IU 23,http://www.mciu.org
6847,110147003,Penns Valley Area El and Intrmd Sch,Penns Valley Area School District,SD,454,0.4,0.7,2.2,0,0,95.6,1.1,35.5,0.9,17.2,Yes,52,48,4528 Penns Valley Road,PA,16875,814-422-2000,http://www.pennsvalley.org,Spring Mills,Not Available,454,2.4,"K5F, 1, 2, 3, 4, 5, 6",Central IU 10,http://www.ciu10.org
6852,103027753,Osborne El Sch,Quaker Valley School District,SD,387,2.3,5.2,3.4,0.3,0.3,80.4,8.3,22,0.0,12.7,Yes,48.8,51.2,1414 Beaver St,PA,15143,412-749-4003,http://www.qvsd.org,Sewickley,Not Available,387,0,"K5H, 1, 2, 3, 4, 5",Allegheny IU 3,http://www.aiu3.net
6859,108114503,Northern Cambria El Sch,Northern Cambria School District,SD,366,0.8,0.3,0,0,0,98.6,0.3,32.2,0.0,17.8,Yes,48.9,51.1,601 Joseph St,PA,15714,814-948-5880,http://www.ncsd.k12.pa.us,Northern Cambria,Not Available,366,1.1,"PreKH, K5F, 1, 2, 3, 4",Appalachia IU 8,http://www.iu08.org
6860,108114503,Northern Cambria MS,Northern Cambria School District,SD,352,0,0,0.3,0,0,99.2,0.6,43.8,0.0,13.1,No,51.7,48.3,601 Joseph St,PA,15714,814-948-5880,http://www.ncsd.k12.pa.us,Northern Cambria,Not Available,352,1.7,"5, 6, 7, 8",Appalachia IU 8,http://www.iu08.org
6861,117417202,Lycoming Valley Intrmd Sch,Williamsport Area School District,SD,615,0.5,7.3,3.6,0.2,0.5,75.4,12.5,65,0.0,13.3,Yes,51.4,48.6,1825 Hays Lane,PA,17701,570-601-3900,http://www.wasd.org,Williamsport,Not Available,615,4.4,"4, 5, 6",BLaST IU 17,http://www.iu17.org
6862,113362403,Elizabethtown Area MS,Elizabethtown Area School District,SD,620,1.1,1.9,5,0,0.5,88.7,2.7,29.5,0.2,19.5,No,52.4,47.6,600 E High St,PA,17022,717-361-7525,http://www.etownschools.org,Elizabethtown,Not Available,620,8.7,"7, 8",Lancaster-Lebanon IU 13,http://www.iu13.org
6863,116495003,Milton Area MS,Milton Area School District,SD,486,0,2.3,6.8,0.2,0.2,87.4,3.1,52.1,3.7,18.7,Yes,52.3,47.7,700 Mahoning St,PA,17847,570-742-7685,http://www.miltonsd.org,Milton,Not Available,486,3.3,"6, 7, 8",Central Susquehanna IU 16,http://www.csiu.org
6864,121395603,Harry S Truman El Sch,Salisbury Township School District,SD,386,1.3,5.2,17.9,0.3,0,61.1,14.2,46.9,6.7,22.8,Yes,53.9,46.1,1400 Gaskill Ave,PA,18103,610-791-2800,http://www.stsd.org,Allentown,Not Available,386,1.6,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
6865,119648703,Wayne Highlands MS,Wayne Highlands School District,SD,411,2,1,3.6,0.2,0,91.5,1.7,45.7,0.7,22.1,No,51.8,48.2,482 Grove St,PA,18431,570-253-5900,http://www.waynehighlands.org,Honesdale,Not Available,411,1.5,"6, 7, 8",Northeastern Educational IU 19,http://www.iu19.org
6885,119586503,Susquehanna Community El Sch,Susquehanna Community School District,SD,466,0.4,1.7,0.9,0.2,0,96.4,0.4,58.8,0.0,19.7,Yes,47.2,52.8,3192 Turnpike St,PA,18847,570-853-4921,http://www.scschools.org,Susquehanna,Not Available,466,0,"K4H, K5F, 1, 2, 3, 4, 5, 6",Northeastern Educational IU 19,http://www.iu19.org
6888,114067503,Schuylkill Valley MS,Schuylkill Valley School District,SD,691,1,2.9,9.3,0,0,85.4,1.4,33.4,0.3,16.9,No,49.1,50.9,114 Ontelaunee Dr,PA,19533,610-926-7111,http://www.schuylkillvalley.org,Leesport,Not Available,691,3.3,"5, 6, 7, 8",Berks County IU 14,http://www.berksiu.org
6891,119581003,Blue Ridge El Sch,Blue Ridge School District,SD,503,1,0.8,2.8,0,0.4,94,1,53.9,0.8,13.7,Yes,50.7,49.3,5150 School Road,PA,18834,570-465-3141,http://www.brsd.org,New Milford,Not Available,503,0.8,"K4H, K5F, 1, 2, 3, 4, 5",Northeastern Educational IU 19,http://www.iu19.org
6893,128327303,Purchase Line El Sch,Purchase Line School District,SD,451,0,0.9,0,0,0,95.6,3.6,65.6,0.2,25.5,Yes,54.8,45.2,16957 Route 286 Hwy E,PA,15729,724-254-4312,http://www.plsd.k12.pa.us,Commodore,Not Available,451,0,"K5F, 1, 2, 3, 4, 5, 6",ARIN IU 28,http://www.iu28.org
6894,113384603,Northwest El Sch,Lebanon School District,SD,658,0.3,3.3,74.8,0,0,18.7,2.9,84.2,14.0,26.4,Yes,50.6,49.4,1315 Old Forge Road,PA,17046,717-273-9391,http://www.lebanon.k12.pa.us,Lebanon,Not Available,658,0.5,"K4F, K5F, 1, 2, 3, 4, 5",Lancaster-Lebanon IU 13,http://www.iu13.org
6895,103029403,West Allegheny MS,West Allegheny School District,SD,783,1.2,2.2,0.9,0,0,92.6,3.2,22.7,0.4,16,Yes,53.1,46.9,207 W Allegheny Rd,PA,15126,724-695-8979,http://www.westasd.org,Imperial,Not Available,783,2.7,"6, 7, 8",Allegheny IU 3,http://www.aiu3.net
6896,122091002,Russell C Struble El Sch,Bensalem Township School District,SD,499,19.2,10.4,10.8,0,0.6,56.9,2,28.9,7.2,14.6,No,52.7,47.3,4300 Bensalem Blvd,PA,19020,215-750-2800,http://www.bensalemsd.org,Bensalem,Not Available,499,6.8,"K5F, 1, 2, 3, 4, 5, 6",Bucks County IU 22,http://www.bucksiu.org
6898,112011603,New Oxford MS,Conewago Valley School District,SD,611,0.5,1,17.5,0.2,0.2,78.7,2,41.7,0.5,14.2,No,51.2,48.8,130 Berlin Road,PA,17350,717-624-2157,http://www.conewago.k12.pa.us,New Oxford,Not Available,611,4.3,"7, 8",Lincoln IU 12,http://www.iu12.org
6899,108112203,Forest Hills El Sch,Forest Hills School District,SD,1022,0.1,0.3,1,0.1,0,97.5,1.1,47.3,0.1,15.9,Yes,50.8,49.2,547 Locust Street,PA,15955,814-487-7613,http://www.fhrangers.org,Sidman,Not Available,1022,1.9,"PreKH, K5F, 1, 2, 3, 4, 5, 6",Appalachia IU 8,http://www.iu08.org
6900,116197503,Hartman El Ctr,Southern Columbia Area School District,SD,478,0.2,0.2,1,0,0.2,95.4,2.9,34.1,0.2,18,Yes,49.4,50.6,802 Southern Drive,PA,17820,570-356-3250,http://www.scasd.us,Catawissa,Not Available,478,2.1,"K5F, 1, 2, 3, 4",Central Susquehanna IU 16,http://www.csiu.org
6906,103028753,South Park MS,South Park School District,SD,532,0.6,4,0.6,0.4,0,90.2,4.3,28.2,1.1,10.2,No,53,47,2500 Stewart Rd,PA,15129,412-655-3111,http://www.sparksd.org,South Park,Not Available,532,3.6,"5, 6, 7, 8",Allegheny IU 3,http://www.aiu3.net
6907,123465702,General Nash El Sch,North Penn School District,SD,372,12.1,4,3.2,0.3,0,74.2,6.2,15.6,0.0,14.8,No,51.1,48.9,1560 Liberty Bell Dr,PA,19438,215-368-2407,http://www.npenn.org,Harleysville,Not Available,372,7.5,"K5H, 1, 2, 3, 4, 5, 6",Montgomery County IU 23,http://www.mciu.org
6908,117080607,Northern Tier Career Center,Northern Tier Career Center,OCCCTC,407,0.2,0.5,0.5,0,0,98.8,0,54,0.5,0,No,58.7,41.3,120 Career Center,PA,18848,570-265-8111,http://www.ntccschool.org,Towanda,Cosmetology; Institutional Food Workers; Electand Power Trans install; Const Trades; HVACMaint Tech; Autobody/Collision; Automotive Mech; Medium/Heavy Vehicle; Machine Tool Machinist; Welder; Health/Medical Assist; Health Prof and Rel Clinical Sciences,407,0,"9, 10, 11, 12",BLaST IU 17,http://www.iu17.org
6909,106161357,Clarion County Career Center,Clarion County Career Center,OCCCTC,323,0,1.2,0.9,0,0,97.8,0,61.3,0.0,0,No,63.5,36.5,447 Career Lane,PA,16254,814-226-4391,http://www.clarioncte.org,Shippenville,Comp Systems Networking and Telecomm; Cosmetology; Institutional Food Workers; Criminal Justice/Police Science; Const Trades; Automotive Mech; Medium/Heavy Vehicle; Welder; Health/Medical Assist,323,0,"9, 10, 11, 12",Riverview IU 6,http://www.riu6.org
6910,124159002,Hillsdale El Sch,West Chester Area School District,SD,591,1.5,4.4,16.9,0,0,75.3,1.9,20.8,9.5,10.5,Yes,50.4,49.6,725 W Market St,PA,19382,484-266-2000,http://www.wcasd.net,West Chester,Not Available,591,4.2,"K5F, 1, 2, 3, 4, 5",Chester County IU 24,http://www.cciu.org
6912,101638803,Washington Junior High School,Washington School District,SD,213,0.5,25.4,4.2,0,0,51.6,18.3,55.9,0.9,46,No,52.1,47.9,201 Allison Avenue,PA,15301,724-223-5060,http://www.washington.k12.pa.us,Washington,Not Available,213,7,"7, 8",Intermediate Unit 1,http://www.iu1.org
6913,126515001,Fitler Academics Plus,Philadelphia City School District,SD,233,0,94,0.9,0,2.6,2.2,0.4,98.7,0.0,13.3,Yes,50.2,49.8,140 W Seymour St,PA,19144,215-400-3610,http://www.philasd.org,Philadelphia,Not Available,233,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
6915,102027451,Pittsburgh Brashear HS,Pittsburgh School District,SD,1217,9.4,40.9,6.7,0.2,0,35.6,7.2,72.8,21.0,18,Yes,51.8,48.2,590 Crane Ave,PA,15216,412-529-7300,http://www.pghschools.org/,Pittsburgh,Not Available,1217,2.7,"9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
6918,106172003,Wasson Avenue El Sch,Dubois Area School District,SD,460,1.1,1.3,2.4,0.2,0,91.5,3.5,69.6,0.9,22.2,Yes,51.7,48.3,300 Wasson Ave,PA,15801,814-371-6171,http://www.dasd.k12.pa.us,DuBois,Not Available,460,0.9,"K5F, 1, 2, 3, 4, 5",Riverview IU 6,http://www.riu6.org
6921,112011103,Bermudian Springs MS,Bermudian Springs School District,SD,631,0,0.6,15.7,0,0,81.8,1.9,39,3.2,9,Yes,52,48,7335 Carlisle Pike,PA,17372,717-528-4113,http://www.bermudian.org,York Springs,Not Available,631,4.4,"5, 6, 7, 8",Lincoln IU 12,http://www.iu12.org
6923,118408852,Heights/Murray El Sch,Wilkes-Barre Area School District,SD,822,0.7,26.8,42.1,0,0.4,19.2,10.8,86.9,9.4,18.1,Yes,53.3,46.7,1 S Sherman St,PA,18702,570-826-7111,http://www.wbasd.k12.pa.us,Wilkes Barre,Not Available,822,0,"K5F, 1, 2, 3, 4, 5, 6",Luzerne IU 18,http://www.liu18.org
6924,118408852,Dr David W Kistler El Sch,Wilkes-Barre Area School District,SD,963,2,22.8,37.3,0,0,28.4,9.6,81.3,4.6,18.8,Yes,51,49,301 Old River Rd,PA,18702,570-826-7230,http://www.wbasd.k12.pa.us,Wilkes Barre,Not Available,963,2,"K5F, 1, 2, 3, 4, 5, 6",Luzerne IU 18,http://www.liu18.org
6927,107651603,Grandview El Sch,Derry Area School District,SD,904,0.1,0.8,0.9,0,0,93.8,4.4,51.6,0.7,12.4,Yes,53,47,188 Recreation Rd,PA,15627,724-694-9900,http://derryasd.schoolwires.com,Derry,Not Available,904,2,"K5F, 1, 2, 3, 4, 5",Westmoreland IU 7,http://www.wiu.k12.pa.us
6928,103028203,Riverview HS,Riverview School District,SD,443,0.4,8.1,1.6,0,0,88,1.8,37,0.7,16.3,No,53.3,46.7,100 Hulton Rd,PA,15139,412-828-1800,http://www.rsd.k12.pa.us,Oakmont,Not Available,443,7.2,"7, 8, 9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
6929,110175003,Moshannon Valley El Sch,Moshannon Valley School District,SD,442,1.1,0,0.7,0,0,95.5,2.7,55.9,0.7,20.6,Yes,52.5,47.5,5026 Green Acre Rd,PA,16651,814-378-7683,http://www.movalley.org,Houtzdale,Not Available,442,2,"K5F, 1, 2, 3, 4, 5, 6",Central IU 10,http://www.ciu10.org
6930,118403302,Heights Terrace El/MS,Hazleton Area School District,SD,1088,0.1,2.7,80.8,0,0.1,15.4,1,77.8,27.3,10.9,Yes,53.4,46.6,275 Mill St,PA,18201,570-459-3111,http://www.hasdk12.org,Hazleton,Not Available,1088,0.6,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Luzerne IU 18,http://www.liu18.org
6931,109535504,Northern Potter Childrens School,Northern Potter School District,SD,303,0,0,1,0,0,96,3,63,0.0,19.8,Yes,53.8,46.2,745 Northern Potter Road,PA,16948,814-848-7563,http://www.northernpottersd.org,Ulysses,Not Available,303,3,"K4F, K5F, 1, 2, 3, 4, 5, 6",Seneca Highlands IU 9,http://www.iu9.org
6932,107657503,Southmoreland El Sch,Southmoreland School District,SD,606,0.2,0.8,0.8,0,0,95.2,3,54.8,0.0,19.3,Yes,51,49,100 Scottie Way,PA,15683,724-887-2021,http://www.southmoreland.net/,Scottdale,Not Available,606,0.7,"2, 3, 4, 5",Westmoreland IU 7,http://www.wiu.k12.pa.us
6933,101268003,A J McMullen Sch,Uniontown Area School District,SD,163,0,0.6,0.6,0,0,98.2,0.6,46.6,0.0,17.8,Yes,54.6,45.4,4773 National Pike,PA,15459,724-329-8811,http://www.uasdraiders.org,Markleysburg,Not Available,163,2.4,"6, 7, 8",Intermediate Unit 1,http://www.iu1.org
6935,120452003,East Stroudsburg SHS South,East Stroudsburg Area School District,SD,1329,2.8,21.1,22.4,0.2,0.6,50.4,2.5,45.3,1.1,21,No,53.8,46.2,279 N Courtland St,PA,18301,570-424-8471,http://www.esasd.net,East Stroudsburg,Not Available,1329,2.9,"9, 10, 11, 12",Colonial IU 20,http://www.ciu20.org
6936,116495103,Mount Carmel Area HS,Mount Carmel Area School District,SD,437,0.9,3,3.2,0,0,90.8,2.1,59,0.5,10.1,No,54.5,45.5,600 W 5th St,PA,17851,570-339-1500,http://www.mca.k12.pa.us,Mount Carmel,Not Available,437,4.1,"9, 10, 11, 12",Central Susquehanna IU 16,http://www.csiu.org
6937,127047404,South Side MS,South Side Area School District,SD,236,0,0,0.4,0.4,0,97.5,1.7,32.6,0.0,17.4,No,55.5,44.5,4949 State Route 151,PA,15050,724-573-9581,http://www.sssd.k12.pa.us,Hookstown,Not Available,236,6.4,"6, 7, 8",Beaver Valley IU 27,http://www.bviu.org
6939,101631503,California Area MS,California Area School District,SD,143,0,4.9,1.4,0,2.1,91.6,0,47.6,0.0,15.4,No,44.8,55.2,40 Trojan Way,PA,15423,724-785-5800,http://www.calsd.org,Coal Center,Not Available,143,3.5,"7, 8",Intermediate Unit 1,http://www.iu1.org
6940,107654903,Laurel Valley El Sch,Ligonier Valley School District,SD,264,0,1.1,0.4,0,0,97.7,0.8,60.6,0.0,25,Yes,55.3,44.7,137 Education Lane,PA,15944,724-235-2723,http://www.lvsd.k12.pa.us/,New Florence,Not Available,264,0.8,"K4F, K5F, 1, 2, 3, 4, 5",Westmoreland IU 7,http://www.wiu.k12.pa.us
6942,105204703,Maplewood JSHS,Penncrest School District,SD,515,0.8,0.8,0.8,0,0.2,94,3.5,45.4,0.0,16.9,No,48.5,51.5,30383 Guys Mills Rd,PA,16327,814-337-1673,http://www.penncrest.org,Guys Mills,Not Available,515,3.9,"7, 8, 9, 10, 11, 12",Northwest Tri-County IU 5,http://www.iu5.org
6944,103022103,Cornell El Sch,Cornell School District,SD,328,0.3,13.4,8.2,0,0.3,59.4,18.3,100,3.4,22.6,Yes,51.5,48.5,1099 Maple Street Ext,PA,15108,412-264-5010,http://www.cornell.k12.pa.us,Coraopolis,Not Available,328,0,"K5F, 1, 2, 3, 4, 5, 6",Allegheny IU 3,http://www.aiu3.net
